Company,Shortname,Link
Indo-National,IN01,https://www.moneycontrol.com/india/stockpricequote/drycells/indonational/NBC
Varun Beverages,VB05,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/varunbeverages/VB05
Biocon,BL03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biocon/BL03
Sun Pharma Adv,SPA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaadvancedresearchcompany/SPA
Firstsource Sol,FS07,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/firstsourcesolutions/FS07
Vakrangee,VI02,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/vakrangee/VS
eClerx Services,ES07,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/eclerxservices/eS06
Hinduja Global,HTM01,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/hindujaglobalsolutions/HGS01
ALLSEC Tech,ALL01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/allsectechnologies/ALL01
Intrasoft Tech,IT04,https://www.moneycontrol.com/india/stockpricequote/retail/intrasofttechnologies/IT04
HOV Services,HOV,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/hovservices/HOV
Excel Realty,EI16,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/excelrealtyninfra/EI07
United Spirits,MC08,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedspirits/US
United Brewerie,UBB,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedbreweries/UB02
Radico Khaitan,RK01,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/radicokhaitan/RK01
Globus Spirits,GS15,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/globusspirits/GS
GM Breweries,GMB,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/gmbreweries/GMB
Assoc Alcohol,AAB,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/associatedalcoholbreweries/AAB
Tilaknagar Ind,TI09,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/tilaknagarindustries/TI09
Som Distillerie,SDB,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/somdistilleriesbreweries/SDB
Pioneer Distill,PDL,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/pioneerdistilleries/PDL
Ravi Kumar Dist,RKD,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/ravikumardistilleries/RKD
Hathway Cable,HCD,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hathwaycabledatacom/HCD
Den Networks,DN02,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dennetworks/DN02
Dish TV,DTV,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dishtvindia/DTV
GTPL Hathway,GH02,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/gtplhathway/GH02
Polycab,PI41,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/polycabindia/PI44
Sterlite Techno,SO03,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/sterlitetechnologies/ST20
Finolex Cables,FC01,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/finolexcables/FC01
KEI Industries,KEI,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/keiindustries/KEI
Universal Cable,UC,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/universalcables/UC
Precision Wires,PWI,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/precisionwiresindia/PWI
Salzer Electro,SE01,https://www.moneycontrol.com/india/stockpricequote/electricequipment/salzerelectronics/SE01
Birla Cable,BEO,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/birlacable/BEO
Paramount Comm,PC01,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/paramountcommunications/PC01
Aksh Optifibre,AO03,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/akshoptifibre/AO03
CMI,CMI,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/cmi/CMI
Surana Telecom,ST12,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/suranatelecompower/ST12
Cords Cable Ind,CCI07,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/cordscableindustries/CCI07
Diamond Power,DC05,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/diamondpowerinfrastructure/DC05
Tamil Telecom,TT01,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/tamilnadutelecommunications/TT01
Rain Industries,PC13,https://www.moneycontrol.com/india/stockpricequote/cementmajor/rainindustries/RC12
Phillips Carbon,PCB01,https://www.moneycontrol.com/india/stockpricequote/chemicals/phillipscarbonblack/PCB01
Goa Carbon,GC04,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/goacarbon/GC04
UltraTechCement,UTC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/ultratechcement/UTC01
Shree Cements,SC12,https://www.moneycontrol.com/india/stockpricequote/cementmajor/shreecements/SC12
Ambuja Cements,GAC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/ambujacements/AC18
ACC,ACC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/acc/ACC06
Dalmia Bharat,OCL,https://www.moneycontrol.com/india/stockpricequote/cementmajor/dalmiabharat/OCL
Ramco Cements,MC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/theramcocements/MC
J. K. Cement,JKC03,https://www.moneycontrol.com/india/stockpricequote/cementmajor/jkcement/JKC03
Heidelberg Cem,MC14,https://www.moneycontrol.com/india/stockpricequote/cementmajor/heidelbergcementindia/HCI02
India Cements,IC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/indiacements/IC
JK Lakshmi Cem,JKC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/jklakshmicement/JKL01
Star Cement,SFC02,https://www.moneycontrol.com/india/stockpricequote/cementmajor/starcement/SFC02
HIL,HI09,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/hil/HI09
Ramcoind,RI26,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/ramcoindustries/RI26
Orient Cement,OC12,https://www.moneycontrol.com/india/stockpricequote/cementmajor/orientcement/OC10
Sagar Cement,SC27,https://www.moneycontrol.com/india/stockpricequote/cementmini/sagarcements/SC27
Jaiprakash Asso,JA02,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/jaiprakashassociates/JA02
KCP,KCP,https://www.moneycontrol.com/india/stockpricequote/cementmajor/kcp/KCP
Sanghi Ind,SI04,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/sanghiindustries/SI04
Shree Digvijay,SDC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/shreedigvijaycementcompany/SDC
Visaka Ind,VI11,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/visakaindustries/VI11
NCL Industries,NCL,https://www.moneycontrol.com/india/stockpricequote/cementmini/nclindustries/NCL
Mangalam Cement,MC03,https://www.moneycontrol.com/india/stockpricequote/cementmajor/mangalamcement/MC03
Deccan Cements,DC,https://www.moneycontrol.com/india/stockpricequote/cementmini/deccancements/DC
Anjani Cement,SC10,https://www.moneycontrol.com/india/stockpricequote/cementmini/anjaniportlandcement/APC
Everest Ind,EE02,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/everestindustries/EI19
Guj Sidhee Cem,GSC02,https://www.moneycontrol.com/india/stockpricequote/cementmajor/gujaratsidheecement/GSC02
Niraj Cement,NCS02,https://www.moneycontrol.com/india/stockpricequote/cement/nirajcementstructurals/NCS02
Andhra Cement,AC16,https://www.moneycontrol.com/india/stockpricequote/cementmajor/andhracement/AC16
Kakatiya Cement,KC01,https://www.moneycontrol.com/india/stockpricequote/cementmini/kakatiyacements/KC01
Barak Vally Cem,BVC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/barakvallycements/BVC
Burnpur Cement,BC13,https://www.moneycontrol.com/india/stockpricequote/cementmajor/burnpurcement/BC13
Kajaria Ceramic,KC06,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/kajariaceramics/KC06
Cera Sanitary,MOF,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/cerasanitaryware/CS18
Somany Ceramics,SPL02,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/somanyceramics/SC49
HSIL,HSI,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/hsil/HSI02
Pokarna,PL06,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/pokarna/PL06
Asian Granito,AGI04,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/asiangranitoindia/AGI04
Orient Bell,OCI,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/orientbell/OCI
Nitco,NT01,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/nitco/N52
Murudeshwar Cer,MC13,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/murudeshwarceramics/MC13
Aro Granite,AGI01,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/arograniteindustries/AGI01
Madhav Marbles,MMG,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/madhavmarblesgranites/MMG
Oriental Trimex,OT6,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/orientaltrimex/OT6
Vikas Multi,VIKAS54265,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/vikasmulticorp/VIKAS54265
ITC,ITC,https://www.moneycontrol.com/india/stockpricequote/cigarettes/itc/ITC
VST,VST,https://www.moneycontrol.com/india/stockpricequote/cigarettes/vstindustries/VST
Godfrey Phillip,GPI,https://www.moneycontrol.com/india/stockpricequote/cigarettes/godfreyphillipsindia/GPI
Golden Tobacco,GTC,https://www.moneycontrol.com/india/stockpricequote/cigarettes/goldentobacco/GT09
Coal India,CI29,https://www.moneycontrol.com/india/stockpricequote/miningminerals/coalindia/CI11
Guj Mineral,GMD,https://www.moneycontrol.com/india/stockpricequote/miningminerals/gujaratmineraldevelopmentcorporation/GMD
Deepak Nitrite,DN,https://www.moneycontrol.com/india/stockpricequote/chemicals/deepaknitrite/DN
Solar Ind,SE20,https://www.moneycontrol.com/india/stockpricequote/chemicals/solarindustriesindia/SII04
Guj Alkali,GAC01,https://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratalkalieschemicals/GAC01
NOCIL,NOC,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/nocil/NOC02
Bhansali Eng,BEP,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/bhansaliengineeringpolymers/BEP
ORIENTAL AROMAT,CAP,https://www.moneycontrol.com/india/stockpricequote/chemicals/orientalaromaticsltd/CAP
INEOS Styro,BAB,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/ineosstyrolutionindia/INE01
Himadri Special,HCI01,https://www.moneycontrol.com/india/stockpricequote/chemicals/himadrispecialitychemical/HCI01
India Glycols,IG,https://www.moneycontrol.com/india/stockpricequote/chemicals/indiaglycols/IG
Bodal Chemicals,DD,https://www.moneycontrol.com/india/stockpricequote/dyespigments/bodalchemicals/BC15
GOCL Corp,IDL,https://www.moneycontrol.com/india/stockpricequote/chemicals/goclcorporation/GOC01
Thirumalai Chem,TC07,https://www.moneycontrol.com/india/stockpricequote/chemicals/thirumalaichemicals/TC07
Oriental Carbon,OCC,https://www.moneycontrol.com/india/stockpricequote/chemicals/orientalcarbonchemicals/OCC
DCW,DCW,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/dcw/DCW
Tamilnadu Petro,TPL,https://www.moneycontrol.com/india/stockpricequote/detergents/tamilnadupetroproducts/TP13
Sree Rayalaseem,SRH02,https://www.moneycontrol.com/india/stockpricequote/chemicals/sreerayalaseemahistrengthhyp/SRH03
Dhunseri Ventur,DTI,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/dhunseriventures/DTI
Khaitan Chemica,KCF,https://www.moneycontrol.com/india/stockpricequote/fertilisers/khaitanchemicalsfertilizers/KCF
Chemfab Alkalis,CA01,https://www.moneycontrol.com/india/stockpricequote/chemicals/chemfabalkalis/CA01
Premier Explo,PE02,https://www.moneycontrol.com/india/stockpricequote/chemicals/premierexplosives/PE02
IVP,IVP,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/ivp/IVP
Alkali Metals,AM11,https://www.moneycontrol.com/india/stockpricequote/chemicals/alkalimetals/AM11
Elgi Equipments,EE01,https://www.moneycontrol.com/india/stockpricequote/compressors/elgiequipments/EE01
Ingersoll Rand,IRI01,https://www.moneycontrol.com/india/stockpricequote/compressors/ingersollrandindia/IRI01
Shakti Pumps,SPI08,https://www.moneycontrol.com/india/stockpricequote/pumps/shaktipumpsindia/SPI08
Dynamatic Tech,DT05,https://www.moneycontrol.com/india/stockpricequote/pumps/dynamatictechnologies/DT05
Cerebra Int,CIT,https://www.moneycontrol.com/india/stockpricequote/computershardware/cerebraintegratedtechnologies/CIT
Control Print,CPI05,https://www.moneycontrol.com/india/stockpricequote/trading/controlprint/CP11
D-Link India,DLI01,https://www.moneycontrol.com/india/stockpricequote/computershardware/dlinkindia/DLI01
HCL Info,HCL,https://www.moneycontrol.com/india/stockpricequote/computershardware/hclinfosystems/HCL
TVS Electronics,TVS02,https://www.moneycontrol.com/india/stockpricequote/computershardware/tvselectronics/TVS02
Ducon Infratech,DT9,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/duconinfratechnologies/DT9
Compuage Info,CI28,https://www.moneycontrol.com/india/stockpricequote/computershardware/compuageinfocom/CI29
PNC Infratech,PI29,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/pncinfratech/PI26
KNR Construct,KC13,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/knrconstructions/KC13
Rail Vikas,RVN,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/railvikasnigam/RVN
NCC,NCC01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ncc/NCC01
Ashoka Buildcon,AB,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ashokabuildcon/AB
J Kumar Infra,KI19,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/jkumarinfraprojects/KI01
ITD Cementation,THC,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/itdcementationindia/ITD03
Hind Constr,HCC,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/hindustanconstructioncompany/HCC
Sadbhav Engg,SE19,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavengineering/SE19
Man Infra,MI37,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/maninfraconstruction/MI37
Sadbhav Infra,SIP,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavinfrastructureprojects/SIP
Rel Ind Infra,RII,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/relianceindustrialinfrastructure/RII
Patel Eng,PEC,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/patelengineeringcompany/PEC
Gayatri Project,GP10,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/gayatriprojects/GP10
Man Industries,MII,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/manindustriesindia/MII
Ramky Infra,RI29,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ramkyinfrastructure/RI12
Soril Infra Res,PR4,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/sorilinfraresources/IRS01
Shriram EPC,SE21,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/shriramepc/SE21
MBL Infra,MI36,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mblinfrastructures/MI06
Simplex Infra,SCP,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/simplexinfrastructures/SI82
RPP Infra Proj,RIP01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/rppinfraprojects/RIP01
Noida Toll,NTB,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/noidatollbridgecompany/NTB
GPT Infra,GPT01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/gptinfraprojects/GPT01
Gammon Infra,GIP01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/gammoninfrastructureprojects/GIP01
Tarmat,RT06,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/tarmat/RT06
ARSS Infra,AIP,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/arssinfrastructureprojects/AIP
Atlanta,A9,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/atlanta/A9
Punj Lloyd,PL9,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/punjlloyd/PL9
